,vertex,random
88172,36,29
88173,1,1
88174,50,1
88175,39,44
88176,1,1
88177,1,1
88178,10,1
88179,1,1
88180,1,1
88181,12,1
88182,33,1
88183,34,56
88184,15,36
88185,19,1
88186,12,48
88187,1,1
88188,53,38
88189,1,48
88190,26,1
88191,31,1
88192,56,15
88193,40,1
88194,50,1
88195,1,1
88196,9,1
88197,42,1
88198,10,1
88199,47,1
88200,1,63
88201,24,1
88202,1,12
88203,1,1
88204,14,58
88205,1,30
88206,25,19
88207,45,1
88208,6,1
88209,1,1
88210,1,1
88211,42,1
88212,6,21
88213,1,1
88214,24,1
88215,42,39
88216,1,1
88217,1,55
88218,28,41
88219,12,1
88220,1,20
88221,10,1
88222,1,32
88223,1,1
88224,54,1
88225,1,27
88226,1,12
88227,1,8
88228,1,35
88229,1,1
88230,17,1
88231,60,33
88232,40,6
88233,19,1
88234,57,1
88235,1,1
88236,1,40
88237,54,1
88238,10,1
88239,1,1
88240,1,1
88241,1,1
88242,9,1
88243,43,1
88244,53,1
88245,1,1
88246,1,1
88247,35,1
88248,1,55
88249,19,1
88250,9,1
88251,1,1
88252,1,13
88253,27,1
88254,1,1
88255,45,1
88256,18,1
88257,1,41
88258,40,1
88259,49,39
88260,1,43
88261,1,1
88262,40,10
88263,1,6
88264,1,1
88265,23,1
88266,1,6
88267,12,1
88268,12,1
88269,9,1
88270,39,1
88271,16,1
88272,1,22
88273,61,53
88274,45,44
88275,1,1
88276,6,10
88277,64,1
88278,1,29
88279,40,1
88280,9,1
88281,17,1
88282,4,1
88283,1,1
88284,31,1
88285,9,1
88286,8,18
88287,45,64
88288,33,1
88289,1,52
88290,1,1
88291,34,56
88292,1,1
88293,1,17
88294,41,33
88295,35,1
88296,56,49
88297,1,45
88298,28,36
88299,53,1
88300,1,1
88301,9,1
88302,1,1
88303,1,26
88304,38,1
88305,42,1
88306,1,1
88307,37,1
88308,1,51
88309,1,16
88310,65,62
88311,41,1
88312,14,1
88313,1,1
88314,1,1
88315,27,66
88316,35,26
88317,39,1
88318,8,46
88319,1,50
88320,45,1
88321,1,1
88322,53,1
88323,1,58
88324,19,1
88325,1,32
88326,23,1
88327,39,1
88328,15,61
88329,1,1
88330,12,1
88331,9,1
88332,1,1
88333,15,50
88334,1,1
88335,35,1
88336,20,44
88337,31,1
88338,38,47
88339,48,1
88340,30,1
88341,1,1
88342,19,1
88343,38,45
88344,1,1
88345,56,1
88346,15,38
88347,1,1
88348,39,1
88349,1,1
88350,38,1
88351,18,18
88352,45,34
88353,1,15
88354,46,58
88355,36,36
88356,27,1
88357,1,1
88358,1,1
88359,1,1
88360,44,1
88361,34,1
88362,9,1
88363,52,1
88364,1,38
88365,31,1
88366,1,52
88367,1,1
88368,31,1
88369,1,1
88370,1,1
88371,17,1
88372,16,1
88373,1,1
88374,19,1
88375,1,59
88376,1,1
88377,1,49
88378,1,40
88379,8,1
88380,1,1
88381,1,1
88382,28,1
88383,30,49
88384,23,1
88385,1,52
88386,8,43
88387,25,1
88388,58,58
88389,1,1
88390,41,1
88391,49,1
88392,8,1
88393,8,1
88394,28,41
88395,1,1
88396,1,24
88397,37,30
88398,1,20
88399,33,24
88400,65,1
88401,40,1
88402,61,1
88403,15,1
88404,1,1
88405,51,30
88406,1,6
88407,52,1
88408,8,31
88409,1,1
88410,30,1
88411,51,1
88412,25,1
88413,37,45
88414,6,13
88415,11,56
88416,12,50
88417,18,35
88418,39,1
88419,1,1
88420,35,21
88421,43,1
88422,1,51
88423,9,39
88424,1,1
88425,1,46
88426,13,1
88427,1,32
88428,13,1
88429,1,57
88430,6,1
88431,23,1
88432,1,1
88433,32,1
88434,4,15
88435,6,12
88436,1,63
88437,56,1
88438,37,1
88439,8,1
88440,10,47
88441,1,1
88442,62,1
88443,1,21
88444,15,1
88445,47,58
88446,44,1
88447,28,1
88448,1,1
88449,1,1
88450,54,51
88451,24,49
88452,42,1
88453,33,35
88454,9,1
88455,10,37
88456,1,1
88457,46,57
88458,1,28
88459,1,1
88460,1,48
88461,1,33
88462,39,1
88463,55,1
88464,1,1
88465,1,1
88466,1,1
88467,1,1
88468,33,1
88469,1,1
88470,55,1
88471,12,1
88472,30,35
88473,28,38
88474,6,6
88475,1,1
88476,1,1
88477,48,42
88478,1,12
88479,28,1
88480,1,52
88481,16,1
88482,1,1
88483,1,33
88484,42,47
88485,1,50
88486,24,1
88487,4,1
88488,1,60
88489,6,32
88490,1,1
88491,8,60
88492,12,25
88493,15,1
88494,1,53
88495,1,51
88496,1,39
88497,36,1
88498,1,52
88499,1,1
88500,6,1
88501,4,1
88502,9,1
88503,10,28
88504,6,1
88505,53,55
88506,18,1
88507,6,36
88508,51,1
88509,41,1
88510,1,1
88511,1,54
88512,28,38
88513,6,1
88514,6,62
88515,4,1
88516,47,1
88517,27,1
88518,1,53
88519,26,1
88520,1,1
88521,27,1
88522,4,54
88523,1,1
88524,1,1
88525,49,48
88526,36,29
88527,1,1
88528,12,1
88529,31,1
88530,44,1
88531,28,44
88532,1,1
88533,1,52
88534,64,32
88535,1,12
88536,28,1
88537,1,1
88538,1,1
88539,8,1
88540,25,1
88541,1,58
88542,30,1
88543,1,1
88544,6,14
88545,61,1
88546,53,24
88547,4,1
88548,32,55
88549,1,51
88550,27,1
88551,16,1
88552,46,1
88553,6,1
88554,6,8
88555,25,8
88556,4,1
88557,28,1
88558,1,17
88559,1,1
88560,1,1
88561,10,1
88562,1,54
88563,35,1
88564,10,1
88565,1,48
88566,16,1
88567,54,1
88568,34,1
88569,4,60
88570,59,56
88571,20,1
88572,29,34
88573,61,1
88574,1,43
88575,1,21
88576,30,1
88577,1,1
88578,6,32
88579,31,28
88580,28,1
88581,13,1
88582,11,1
88583,65,26
88584,4,1
88585,1,1
88586,6,1
88587,8,64
88588,29,1
88589,38,1
88590,1,1
88591,57,17
88592,4,15
88593,52,32
88594,34,4
88595,1,1
88596,14,1
88597,1,27
88598,13,1
88599,62,32
88600,1,1
88601,52,58
88602,56,20
88603,1,51
88604,9,1
88605,35,65
88606,58,1
88607,1,1
88608,60,1
88609,9,1
88610,64,21
88611,1,1
88612,59,1
88613,9,50
88614,9,63
88615,28,1
88616,1,1
88617,1,1
88618,1,1
88619,31,1
88620,4,1
88621,1,1
88622,10,1
88623,52,8
88624,1,1
88625,23,1
88626,1,1
88627,46,1
88628,33,1
88629,41,1
88630,39,1
88631,40,1
88632,1,42
88633,1,1
88634,1,1
88635,21,1
88636,1,1
88637,58,1
88638,26,64
88639,15,9
88640,1,56
88641,1,1
88642,26,35
88643,28,1
88644,6,1
88645,56,1
88646,55,1
88647,1,1
88648,12,30
88649,34,31
88650,1,1
88651,32,15
88652,50,38
88653,56,1
88654,1,1
88655,43,23
88656,6,38
88657,13,1
88658,41,1
88659,1,25
88660,36,1
88661,1,50
88662,9,1
88663,26,1
88664,20,13
88665,20,52
88666,37,61
88667,27,26
88668,52,1
88669,9,1
88670,6,64
88671,6,1
88672,1,1
88673,48,1
88674,59,6
88675,1,63
88676,1,14
88677,1,1
88678,1,1
88679,52,59
88680,23,1
88681,1,1
88682,27,49
88683,6,55
88684,1,1
88685,1,36
88686,30,57
88687,1,1
88688,43,37
88689,1,56
88690,30,21
88691,1,48
88692,1,1
88693,1,55
88694,14,1
88695,1,1
88696,39,1
88697,1,1
88698,29,55
88699,46,1
88700,26,26
88701,19,1
88702,10,35
88703,52,1
88704,6,58
88705,22,55
88706,4,1
88707,24,1
88708,35,1
88709,25,55
88710,1,1
88711,1,22
88712,1,15
88713,65,1
88714,1,45
88715,1,1
88716,24,1
88717,12,1
88718,19,1
88719,1,20
88720,1,1
88721,1,1
88722,4,23
88723,6,35
88724,1,1
88725,42,1
88726,51,1
88727,1,1
88728,19,19
88729,1,1
88730,6,1
88731,1,50
88732,1,1
88733,1,8
88734,22,49
88735,28,25
88736,1,15
88737,1,1
88738,30,58
88739,6,1
88740,4,38
88741,49,1
88742,8,22
88743,43,1
88744,56,1
88745,15,1
88746,4,29
88747,1,1
88748,40,31
88749,1,1
88750,24,1
88751,1,64
88752,9,1
88753,8,1
88754,22,1
88755,62,1
88756,64,1
88757,4,1
88758,1,24
88759,1,1
88760,1,1
88761,17,50
88762,1,67
88763,1,1
88764,12,1
88765,1,1
88766,8,10
88767,1,51
88768,6,1
88769,34,13
88770,8,1
88771,1,1
88772,1,1
88773,4,1
88774,41,35
88775,19,1
88776,33,43
88777,6,45
88778,1,52
88779,55,1
88780,1,1
88781,9,1
88782,8,1
88783,53,1
88784,54,28
88785,15,1
88786,1,1
88787,51,29
88788,19,1
88789,27,1
88790,18,14
88791,12,1
88792,55,42
88793,22,1
88794,20,1
88795,6,1
88796,1,1
88797,18,1
88798,12,1
88799,38,1
88800,19,1
88801,1,1
88802,55,61
88803,1,1
88804,25,20
88805,17,35
88806,11,6
88807,1,57
88808,53,24
88809,1,4
88810,10,1
88811,23,1
88812,53,9
88813,1,1
88814,20,1
88815,11,17
88816,38,1
88817,15,40
88818,21,1
88819,48,22
88820,1,48
88821,4,1
88822,39,31
88823,1,1
88824,60,13
88825,1,1
88826,38,45
88827,16,31
88828,1,62
88829,1,1
88830,1,32
88831,62,1
88832,8,1
88833,4,12
88834,6,22
88835,1,1
88836,25,1
88837,23,1
88838,53,12
88839,1,1
88840,12,1
88841,1,1
88842,1,57
88843,37,33
88844,15,1
88845,51,24
88846,4,58
88847,1,26
88848,12,1
88849,16,1
88850,53,21
88851,43,22
88852,45,1
88853,39,1
88854,1,1
88855,15,55
88856,1,1
88857,1,44
88858,16,1
88859,1,1
88860,11,1
88861,65,63
88862,47,1
88863,46,1
88864,44,1
88865,39,1
88866,62,69
88867,18,54
88868,18,53
88869,6,1
88870,40,28
88871,25,1
88872,1,1
88873,1,1
88874,41,1
88875,1,1
88876,59,53
88877,1,34
88878,16,24
88879,48,16
88880,8,12
88881,1,1
88882,40,31
88883,4,47
88884,1,31
88885,1,42
88886,6,1
88887,40,1
88888,1,37
88889,27,1
88890,9,8
88891,20,1
88892,50,55
88893,47,1
88894,48,29
88895,13,48
88896,1,1
88897,1,1
88898,58,51
88899,1,1
88900,43,1
88901,22,42
88902,37,1
88903,18,13
88904,32,15
88905,62,1
88906,9,36
88907,1,41
88908,63,52
88909,45,1
88910,1,15
88911,1,1
88912,1,1
88913,9,53
88914,1,12
88915,41,1
88916,1,1
88917,25,1
88918,8,30
88919,27,60
88920,12,47
88921,34,42
88922,47,40
88923,1,1
88924,13,1
88925,1,14
88926,19,1
88927,1,1
88928,30,1
88929,1,33
88930,11,1
88931,38,1
88932,4,39
88933,1,1
88934,1,1
88935,1,22
88936,1,23
88937,47,44
88938,54,1
88939,27,8
88940,8,1
88941,45,37
88942,20,1
88943,1,1
88944,1,1
88945,57,15
88946,6,44
88947,12,49
88948,23,43
88949,49,1
88950,39,1
88951,1,50
88952,1,1
88953,45,1
88954,12,1
88955,1,1
88956,28,1
88957,29,1
88958,1,1
88959,58,64
88960,1,59
88961,46,1
88962,40,1
88963,1,1
88964,30,45
88965,65,51
88966,10,16
88967,1,1
88968,26,1
88969,51,1
88970,16,1
88971,35,1
88972,1,1
88973,51,52
88974,37,1
88975,1,1
88976,56,26
88977,25,26
88978,33,1
88979,48,1
88980,63,1
88981,1,1
88982,4,1
88983,1,41
88984,60,1
88985,30,1
88986,6,1
88987,1,50
88988,40,18
88989,10,1
88990,4,20
88991,16,1
88992,13,1
88993,1,1
88994,10,27
88995,1,31
88996,6,31
88997,1,29
88998,55,1
88999,12,1
89000,48,30
89001,12,15
89002,1,49
89003,1,42
89004,59,1
89005,11,1
89006,15,64
89007,8,1
89008,1,51
89009,1,47
89010,1,1
89011,1,1
89012,19,1
89013,1,1
89014,49,1
89015,49,30
89016,57,9
89017,1,1
89018,54,15
89019,48,1
89020,57,31
89021,6,56
89022,8,31
89023,32,1
89024,39,57
89025,24,56
89026,1,38
89027,62,1
89028,34,1
89029,1,1
89030,1,16
89031,1,1
89032,12,55
89033,9,8
89034,20,1
89035,18,58
89036,1,44
89037,1,1
89038,1,8
89039,45,18
89040,1,1
89041,48,1
89042,1,24
89043,1,1
89044,37,56
89045,1,47
89046,50,1
89047,1,47
89048,29,1
89049,8,1
89050,31,1
89051,1,1
89052,10,1
89053,60,33
89054,33,52
89055,1,1
89056,4,33
89057,43,1
89058,1,13
89059,1,1
89060,31,1
89061,1,1
89062,32,1
89063,22,1
89064,44,1
89065,1,1
89066,12,18
89067,39,1
89068,1,1
89069,1,6
89070,6,1
89071,35,32
89072,6,18
89073,53,1
89074,1,15
89075,4,54
89076,8,22
89077,10,36
89078,32,1
89079,1,1
89080,1,1
89081,21,37
89082,1,29
89083,49,32
89084,61,18
89085,1,1
89086,45,36
89087,1,1
89088,27,1
89089,23,30
89090,10,23
89091,1,1
89092,1,1
89093,1,1
89094,51,23
89095,4,1
89096,59,53
89097,1,1
89098,8,1
89099,17,60
89100,22,1
89101,11,1
89102,1,1
89103,9,38
89104,35,1
89105,1,1
89106,43,1
89107,1,46
89108,6,1
89109,10,6
89110,1,22
89111,56,1
89112,1,1
89113,6,1
89114,1,1
89115,34,19
89116,18,49
89117,8,25
89118,1,1
89119,50,52
89120,21,59
89121,14,51
89122,1,58
89123,4,9
89124,49,1
89125,1,55
89126,1,1
89127,1,66
89128,64,36
89129,27,36
89130,39,1
89131,41,1
89132,6,11
89133,45,1
89134,1,1
89135,53,1
89136,1,32
89137,22,26
89138,4,49
89139,1,1
89140,1,1
89141,1,1
89142,6,1
89143,1,28
89144,6,62
89145,1,57
89146,1,1
89147,51,1
89148,41,48
89149,1,1
89150,8,1
89151,58,1
89152,1,1
89153,6,1
89154,24,1
89155,9,1
89156,1,44
89157,45,43
89158,32,52
89159,1,1
89160,59,1
89161,1,17
89162,1,16
89163,24,1
89164,26,22
89165,52,1
89166,12,1
89167,1,1
89168,36,1
89169,1,45
89170,38,1
89171,1,1
89172,1,1
89173,1,1
89174,1,1
89175,1,1
89176,36,1
89177,41,44
89178,47,19
89179,1,1
89180,36,52
89181,12,1
89182,29,1
89183,1,29
89184,32,32
89185,9,1
89186,16,1
89187,1,41
89188,12,6
89189,27,1
89190,1,1
89191,1,39
89192,1,1
89193,18,1
89194,1,1
89195,26,17
89196,22,1
89197,1,1
89198,1,20
89199,29,1
89200,12,1
89201,46,23
89202,26,1
89203,1,1
89204,4,1
89205,1,1
89206,39,1
89207,56,53
89208,1,1
89209,27,1
89210,6,50
89211,51,1
89212,1,6
89213,48,1
89214,53,1
89215,29,6
89216,17,58
89217,25,54
89218,1,27
89219,36,1
89220,1,1
89221,10,28
89222,10,33
89223,1,33
89224,8,1
89225,1,1
89226,22,41
89227,50,41
89228,1,1
89229,6,1
89230,40,40
89231,1,40
89232,9,1
89233,1,16
89234,1,1
89235,1,41
89236,1,1
89237,1,43
89238,59,1
89239,20,1
89240,6,1
89241,16,37
89242,54,1
89243,46,44
89244,35,41
89245,19,33
89246,6,1
89247,14,1
89248,65,1
89249,4,1
89250,6,32
89251,48,1
89252,58,1
89253,20,1
89254,62,1
89255,36,23
89256,8,41
89257,6,30
89258,64,47
89259,6,52
89260,20,19
89261,55,1
89262,20,47
89263,6,31
89264,1,1
89265,6,27
89266,4,1
89267,1,1
89268,58,1
89269,41,1
89270,32,1
89271,60,8
89272,1,61
89273,25,1
89274,20,1
89275,11,1
89276,8,1
89277,1,1
89278,1,44
89279,1,1
89280,1,1
89281,16,36
89282,22,1
89283,1,55
89284,19,19
89285,17,1
89286,29,18
89287,16,37
89288,1,1
89289,1,1
89290,24,33
89291,16,40
89292,39,8
89293,32,58
89294,1,14
89295,13,19
89296,9,15
89297,1,53
89298,38,1
89299,1,1
89300,38,1
89301,12,1
89302,6,1
89303,20,42
89304,1,1
89305,6,1
89306,8,1
89307,21,1
89308,60,1
89309,1,1
89310,10,1
89311,31,1
89312,1,1
89313,1,1
89314,1,1
89315,9,59
89316,30,1
89317,1,1
89318,1,45
89319,6,1
89320,1,58
89321,8,1
89322,63,1
89323,22,15
89324,38,1
89325,1,1
89326,16,55
89327,51,53
89328,1,1
89329,8,1
89330,1,1
89331,13,1
89332,22,26
89333,10,1
89334,59,33
89335,30,1
89336,15,1
89337,58,44
89338,1,1
89339,1,1
89340,9,1
89341,27,1
89342,1,47
89343,1,33
89344,1,1
89345,1,1
89346,8,1
89347,1,1
89348,1,1
89349,1,1
89350,16,1
89351,11,1
89352,28,1
89353,8,1
89354,1,1
89355,8,1
89356,66,1
89357,8,1
89358,13,1
89359,12,56
89360,12,1
89361,47,41
89362,50,1
89363,31,8
89364,1,1
89365,50,15
89366,40,1
89367,1,9
89368,1,1
89369,1,1
89370,51,1
89371,1,46
89372,45,36
89373,39,21
89374,12,1
89375,8,1
89376,1,1
89377,8,1
89378,6,1
89379,19,1
89380,21,1
89381,30,38
89382,24,1
89383,1,51
89384,59,1
89385,10,1
89386,47,10
89387,20,1
89388,1,1
89389,14,59
89390,59,1
89391,57,1
89392,18,31
89393,10,1
89394,60,1
89395,41,18
89396,1,1
89397,21,53
89398,44,1
89399,53,20
89400,34,36
89401,49,46
89402,27,6
89403,23,1
89404,1,1
89405,4,1
89406,16,53
89407,41,14
89408,6,1
89409,1,22
89410,1,1
89411,47,18
89412,45,1
89413,1,31
89414,1,56
89415,48,1
89416,12,19
89417,14,60
89418,6,1
89419,25,1
89420,53,1
89421,15,1
89422,1,1
89423,28,1
89424,10,56
89425,59,53
89426,16,42
89427,37,25
89428,1,64
89429,61,1
89430,1,12
89431,34,56
89432,1,33
89433,1,1
89434,57,1
89435,35,52
89436,6,30
89437,1,1
89438,65,33
89439,17,1
89440,21,1
89441,9,1
89442,33,1
89443,35,1
89444,48,1
89445,18,1
89446,1,1
89447,4,1
89448,4,17
89449,1,44
89450,49,24
89451,46,1
89452,55,1
89453,10,17
89454,1,8
89455,25,1
89456,9,1
89457,1,46
89458,6,18
89459,4,47
89460,36,18
89461,36,22
89462,34,36
89463,12,1
89464,1,1
89465,32,1
89466,12,1
89467,14,1
89468,11,64
89469,1,1
89470,54,1
89471,45,1
89472,1,1
89473,8,27
89474,4,59
89475,1,41
89476,1,23
89477,1,33
89478,8,45
89479,25,6
89480,42,1
89481,35,41
89482,1,1
89483,4,62
89484,12,1
89485,1,9
89486,28,30
89487,1,1
89488,44,1
89489,21,1
89490,1,1
89491,37,39
89492,34,1
89493,6,48
89494,1,1
89495,20,26
89496,44,24
89497,1,1
89498,24,1
89499,8,1
89500,49,1
89501,1,1
89502,47,1
89503,38,18
89504,1,1
89505,39,1
89506,17,35
89507,27,1
89508,4,29
89509,48,1
89510,26,1
89511,1,46
89512,1,17
89513,56,1
89514,63,1
89515,42,34
89516,12,46
89517,22,1
89518,1,1
89519,42,30
89520,63,1
89521,22,1
89522,9,1
89523,24,32
89524,1,55
89525,1,57
89526,1,1
89527,1,31
89528,1,1
89529,4,53
89530,1,1
89531,1,42
89532,41,51
89533,4,1
89534,13,1
89535,8,59
89536,4,29
89537,48,55
89538,1,1
89539,45,1
89540,52,1
89541,1,6
89542,35,1
89543,38,1
89544,16,28
89545,31,1
89546,1,1
89547,1,1
89548,56,1
89549,13,1
89550,48,16
89551,30,42
89552,36,60
89553,8,1
89554,52,39
89555,55,1
89556,12,39
89557,1,1
89558,32,1
89559,8,33
89560,59,1
89561,55,59
89562,1,1
89563,1,1
89564,1,24
89565,44,1
89566,14,1
89567,6,1
89568,22,1
89569,25,1
89570,4,1
89571,1,1
89572,1,12
89573,11,16
89574,1,1
89575,49,23
89576,1,43
89577,39,1
89578,6,1
89579,30,23
89580,38,15
89581,54,1
89582,1,23
89583,18,1
89584,20,1
89585,8,1
89586,1,67
89587,1,1
89588,1,1
89589,50,46
89590,1,41
89591,1,1
89592,57,1
89593,21,1
89594,21,1
89595,1,1
89596,25,18
89597,26,1
89598,11,56
89599,1,1
89600,40,6
89601,36,1
89602,56,36
89603,11,1
89604,4,1
89605,56,22
89606,1,1
89607,16,56
89608,62,42
89609,12,8
89610,56,15
89611,1,1
89612,6,1
89613,1,1
89614,1,1
89615,13,1
89616,6,1
89617,32,1
89618,10,49
89619,1,1
89620,35,48
89621,1,1
89622,20,46
89623,14,1
89624,51,1
89625,1,1
89626,16,59
89627,6,22
89628,38,1
89629,12,1
89630,27,39
89631,6,1
89632,12,1
89633,23,66
89634,22,1
89635,57,1
89636,55,44
89637,1,1
89638,4,1
89639,1,1
89640,25,1
89641,11,1
89642,53,1
89643,1,1
89644,1,1
89645,43,1
89646,14,53
89647,4,1
89648,14,1
89649,40,1
89650,45,1
89651,49,1
89652,1,1
89653,62,24
89654,11,49
89655,51,60
89656,18,1
89657,1,1
89658,32,1
89659,16,19
89660,53,1
89661,18,1
89662,6,35
89663,1,1
89664,12,32
89665,14,1
89666,19,61
89667,9,49
89668,56,45
89669,53,28
89670,35,1
89671,4,1
89672,1,1
89673,42,1
89674,19,1
89675,39,50
89676,43,1
89677,21,1
89678,31,54
89679,38,1
89680,1,1
89681,53,1
89682,41,33
89683,1,53
89684,16,38
89685,1,1
89686,1,56
89687,24,1
89688,1,50
89689,1,1
89690,20,1
89691,38,31
89692,9,65
89693,1,1
89694,53,1
89695,63,40
89696,45,1
89697,1,1
89698,1,20
89699,45,1
89700,1,1
89701,1,1
89702,4,43
89703,1,44
89704,28,23
89705,49,1
89706,6,1
89707,1,1
89708,20,45
89709,31,1
89710,19,1
89711,32,32
89712,1,1
89713,1,1
89714,4,1
89715,60,1
89716,33,1
89717,1,23
89718,16,1
89719,8,1
89720,1,1
89721,1,1
89722,1,53
89723,24,1
89724,1,1
89725,1,1
89726,1,40
89727,10,1
89728,12,26
89729,1,1
89730,6,1
89731,6,1
89732,1,49
89733,20,1
89734,1,13
89735,1,18
89736,1,1
89737,10,33
89738,47,1
89739,14,1
89740,41,1
89741,1,16
89742,12,1
89743,30,9
89744,32,1
89745,6,1
89746,54,42
89747,1,18
89748,12,1
89749,43,1
89750,12,1
89751,1,1
89752,1,1
89753,51,61
89754,6,1
89755,1,1
89756,10,1
89757,1,1
89758,1,1
89759,1,1
89760,1,38
89761,12,1
89762,13,1
89763,8,9
89764,4,35
89765,51,1
89766,1,1
89767,6,1
89768,1,1
89769,6,1
89770,46,1
89771,55,6
89772,42,41
89773,8,28
89774,8,1
89775,27,54
89776,21,1
89777,1,1
89778,4,1
89779,22,1
89780,1,1
89781,1,1
89782,1,1
89783,52,59
89784,54,1
89785,10,59
89786,8,31
89787,10,1
89788,26,36
89789,47,1
89790,48,1
89791,15,50
89792,63,58
89793,4,1
89794,6,1
89795,1,1
89796,39,1
89797,1,66
89798,35,1
89799,36,44
89800,16,24
89801,56,44
89802,1,64
89803,32,1
89804,4,1
89805,45,1
89806,4,1
89807,1,1
89808,18,1
89809,16,1
89810,1,60
89811,20,1
89812,1,1
89813,1,1
89814,34,1
89815,1,1
89816,1,1
89817,20,1
89818,4,39
89819,1,1
89820,4,31
89821,47,25
89822,53,1
89823,1,1
89824,1,6
89825,28,1
89826,55,1
89827,23,1
89828,21,1
89829,29,59
89830,8,1
89831,1,38
89832,42,9
89833,1,1
89834,1,1
89835,1,1
89836,51,29
89837,6,22
89838,1,1
89839,22,42
89840,1,49
89841,1,41
89842,1,20
89843,6,1
89844,14,21
89845,32,1
89846,1,50
89847,1,1
89848,26,57
89849,26,1
89850,27,34
89851,6,1
89852,23,1
89853,1,1
89854,1,1
89855,1,1
89856,18,50
89857,37,33
89858,43,1
89859,22,1
89860,65,1
89861,9,1
89862,47,61
89863,35,16
89864,30,34
89865,1,40
89866,8,34
89867,16,1
89868,26,29
89869,59,1
89870,4,14
89871,34,1
89872,1,1
89873,1,1
89874,12,1
89875,6,44
89876,20,1
89877,20,1
89878,1,18
89879,4,33
89880,6,36
89881,4,15
89882,20,58
89883,21,1
89884,14,1
89885,6,1
89886,1,53
89887,57,1
89888,28,1
89889,10,26
89890,31,1
89891,12,6
89892,34,1
89893,33,20
89894,8,28
89895,47,53
89896,39,40
89897,8,1
89898,53,1
89899,10,1
89900,1,42
89901,36,20
89902,1,1
89903,8,1
89904,1,10
89905,12,1
89906,12,1
89907,4,1
89908,1,1
89909,49,1
89910,4,1
89911,14,44
89912,50,1
89913,37,1
89914,6,1
89915,47,1
89916,12,1
89917,46,1
89918,16,1
89919,1,29
89920,1,1
89921,61,42
89922,61,63
89923,1,1
89924,12,1
89925,8,1
89926,24,1
89927,24,1
89928,9,1
89929,1,50
89930,21,27
89931,14,1
89932,1,8
89933,34,55
89934,40,1
89935,11,1
89936,1,1
89937,6,1
89938,46,61
89939,6,16
89940,17,27
89941,21,1
89942,57,53
89943,29,1
89944,16,1
89945,18,45
89946,53,31
89947,1,47
89948,1,1
89949,6,32
89950,6,25
89951,39,1
89952,6,30
89953,34,1
89954,6,12
89955,21,1
89956,27,14
89957,4,1
89958,12,46
89959,1,43
89960,1,1
89961,8,1
89962,38,1
89963,1,1
89964,1,50
89965,26,1
89966,1,33
89967,39,50
89968,31,1
89969,38,1
89970,1,26
89971,12,1
89972,55,52
89973,15,1
89974,20,1
89975,1,36
89976,11,1
89977,4,1
89978,1,1
89979,6,1
89980,6,8
89981,6,23
89982,1,40
89983,28,1
89984,17,1
89985,1,1
89986,30,1
89987,1,18
89988,49,1
89989,1,1
89990,22,40
89991,21,9
89992,40,1
89993,1,1
89994,48,32
89995,59,20
89996,38,1
89997,1,1
89998,39,1
89999,43,1
90000,1,1
90001,25,1
90002,1,1
90003,20,1
90004,38,1
90005,51,21
90006,1,34
90007,12,1
90008,56,1
90009,1,47
90010,1,1
90011,1,1
90012,29,1
90013,46,1
90014,8,1
90015,21,49
90016,22,1
90017,11,1
90018,20,1
90019,42,1
90020,55,32
90021,48,1
90022,1,1
90023,1,18
90024,67,26
90025,41,1
90026,20,54
90027,37,1
90028,18,1
90029,15,1
90030,1,1
90031,62,25
90032,1,47
90033,1,28
90034,42,1
90035,24,1
90036,49,20
90037,34,1
90038,28,31
90039,1,1
90040,12,1
90041,6,1
90042,46,1
90043,1,46
90044,48,35
90045,56,45
90046,12,6
90047,55,44
90048,1,1
90049,39,1
90050,26,1
90051,13,1
90052,9,1
90053,31,66
90054,12,1
90055,1,1
90056,37,45
90057,26,1
90058,1,1
90059,6,31
90060,6,1
90061,1,21
90062,41,1
90063,4,1
90064,1,1
90065,35,1
90066,27,55
90067,1,50
90068,63,1
90069,1,27
90070,1,1
90071,36,1
90072,49,46
90073,14,55
90074,6,54
90075,1,14
90076,15,1
90077,1,14
90078,61,1
90079,4,1
90080,12,49
90081,6,41
90082,1,1
90083,1,1
90084,1,26
90085,53,1
90086,19,1
90087,1,28
90088,6,47
90089,1,52
90090,17,1
90091,56,1
90092,38,55
90093,1,1
90094,6,55
90095,1,1
90096,51,54
90097,29,63
90098,20,1
90099,1,1
90100,62,1
90101,30,1
90102,1,23
90103,37,1
90104,9,61
90105,1,1
90106,48,1
90107,1,54
90108,1,53
90109,41,1
90110,6,1
90111,12,1
90112,18,39
90113,42,1
90114,17,1
90115,57,1
90116,1,43
90117,1,34
90118,31,55
90119,56,1
90120,6,65
90121,1,1
90122,1,1
90123,1,1
90124,1,1
90125,58,1
90126,20,54
90127,28,1
90128,50,1
90129,12,42
90130,1,1
90131,6,22
90132,25,1
90133,26,1
90134,1,32
90135,39,33
90136,26,41
90137,1,1
90138,30,61
90139,1,66
90140,41,1
90141,26,1
90142,20,45
90143,1,44
90144,25,1
90145,42,47
90146,4,1
90147,11,1
90148,21,1
90149,23,1
90150,1,49
90151,8,45
90152,1,1
90153,1,1
90154,56,19
90155,6,43
90156,4,49
90157,19,1
90158,14,46
90159,8,1
90160,26,1
90161,6,1
90162,19,56
90163,1,1
90164,1,39
90165,50,1
90166,1,1
90167,36,1
90168,22,1
90169,34,1
90170,20,1
