,vertex,random
29312,49,62
29313,1,1
29314,9,1
29315,1,1
29316,8,1
29317,33,20
29318,1,1
29319,1,1
29320,61,1
29321,32,1
29322,40,24
29323,53,1
29324,1,1
29325,23,1
29326,1,1
29327,43,58
29328,52,50
29329,4,10
29330,4,1
29331,1,46
29332,30,1
29333,1,1
29334,8,1
29335,4,1
29336,28,1
29337,58,10
29338,1,29
29339,1,1
29340,1,1
29341,43,1
29342,1,43
29343,59,42
29344,16,1
29345,26,29
29346,55,1
29347,1,25
29348,4,1
29349,40,1
29350,1,59
29351,44,18
29352,38,47
29353,17,1
29354,61,1
29355,1,1
29356,45,33
29357,6,1
29358,43,1
29359,10,30
29360,40,1
29361,58,58
29362,52,47
29363,4,12
29364,1,1
29365,9,1
29366,1,1
29367,6,1
29368,26,1
29369,1,58
29370,12,41
29371,1,1
29372,47,1
29373,8,32
29374,24,1
29375,1,1
29376,1,1
29377,52,54
29378,16,1
29379,31,45
29380,24,1
29381,65,1
29382,1,1
29383,14,1
29384,32,1
29385,24,21
29386,43,59
29387,55,9
29388,38,1
29389,1,1
29390,1,1
29391,1,1
29392,1,47
29393,1,13
29394,12,1
29395,1,42
29396,26,1
29397,44,1
29398,57,1
29399,16,1
29400,39,1
29401,1,1
29402,10,1
29403,17,49
29404,1,27
29405,1,18
29406,1,1
29407,41,1
29408,32,48
29409,8,1
29410,13,16
29411,31,1
29412,25,39
29413,8,32
29414,6,1
29415,1,57
29416,1,1
29417,37,1
29418,58,1
29419,6,1
29420,31,58
29421,1,47
29422,1,21
29423,41,1
29424,32,1
29425,28,40
29426,1,1
29427,8,33
29428,23,58
29429,8,1
29430,56,16
29431,13,1
29432,1,1
29433,51,1
29434,1,20
29435,1,1
29436,1,1
29437,1,42
29438,17,1
29439,36,55
29440,1,1
29441,24,39
29442,41,51
29443,4,1
29444,16,1
29445,1,1
29446,26,1
29447,1,1
29448,59,1
29449,1,1
29450,15,37
29451,1,1
29452,4,1
29453,30,1
29454,16,1
29455,1,9
29456,1,1
29457,29,1
29458,10,47
29459,47,1
29460,45,1
29461,8,12
29462,4,1
29463,8,39
29464,25,26
29465,4,21
29466,1,1
29467,1,1
29468,1,1
29469,49,51
29470,4,52
29471,1,44
29472,1,1
29473,1,43
29474,15,1
29475,1,1
29476,4,1
29477,1,52
29478,1,1
29479,50,53
29480,1,50
29481,1,1
29482,1,39
29483,1,53
29484,35,1
29485,15,1
29486,1,41
29487,1,1
29488,1,1
29489,29,1
29490,15,1
29491,55,32
29492,49,55
29493,1,62
29494,12,1
29495,37,1
29496,39,63
29497,29,4
29498,1,1
29499,1,1
29500,1,1
29501,1,1
29502,1,43
29503,35,1
29504,6,1
29505,6,43
29506,51,1
29507,47,42
29508,1,1
29509,1,1
29510,1,25
29511,14,52
29512,1,1
29513,4,1
29514,21,1
29515,32,30
29516,1,1
29517,42,1
29518,65,26
29519,44,1
29520,12,30
29521,1,55
29522,1,1
29523,1,18
29524,29,45
29525,6,1
29526,6,1
29527,20,1
29528,29,56
29529,50,1
29530,10,48
29531,14,6
29532,18,1
29533,54,1
29534,15,1
29535,56,16
29536,67,1
29537,49,1
29538,16,23
29539,55,1
29540,6,43
29541,1,1
29542,27,1
29543,56,1
29544,4,51
29545,61,1
29546,1,1
29547,1,1
29548,44,1
29549,43,1
29550,8,1
29551,34,57
29552,42,1
29553,42,1
29554,50,40
29555,59,1
29556,1,34
29557,17,1
29558,1,1
29559,17,63
29560,1,1
29561,1,44
29562,1,1
29563,13,19
29564,42,1
29565,1,24
29566,43,1
29567,1,1
29568,1,1
29569,18,1
29570,14,1
29571,12,1
29572,56,1
29573,40,1
29574,4,1
29575,34,1
29576,48,1
29577,52,1
29578,1,1
29579,1,63
29580,1,57
29581,42,47
29582,53,1
29583,41,57
29584,36,43
29585,6,1
29586,27,1
29587,1,1
29588,1,1
29589,37,1
29590,6,1
29591,1,1
29592,1,18
29593,1,47
29594,31,19
29595,49,1
29596,1,1
29597,52,1
29598,15,1
29599,37,1
29600,44,1
29601,12,37
29602,1,37
29603,48,1
29604,30,1
29605,8,1
29606,1,41
29607,1,18
29608,10,1
29609,55,1
29610,12,52
29611,21,15
29612,65,54
29613,16,1
29614,59,1
29615,43,33
29616,19,57
29617,28,55
29618,20,51
29619,57,1
29620,1,1
29621,20,1
29622,1,37
29623,11,1
29624,65,1
29625,6,1
29626,14,1
29627,1,1
29628,13,13
29629,32,10
29630,1,27
29631,1,28
29632,49,51
29633,1,1
29634,56,1
29635,6,1
29636,4,1
29637,12,1
29638,26,38
29639,52,61
29640,20,1
29641,1,46
29642,34,41
29643,19,1
29644,22,54
29645,1,1
29646,1,35
29647,39,37
29648,12,1
29649,12,57
29650,46,1
29651,1,1
29652,22,1
29653,1,35
29654,8,1
29655,1,28
29656,53,1
29657,8,1
29658,1,1
29659,1,20
29660,50,38
29661,17,43
29662,49,12
29663,21,48
29664,33,1
29665,53,35
29666,1,1
29667,49,1
29668,40,52
29669,14,1
29670,57,1
29671,55,1
29672,1,1
29673,23,32
29674,21,1
29675,12,34
29676,1,48
29677,1,8
29678,1,35
29679,47,1
29680,16,1
29681,43,36
29682,1,1
29683,1,1
29684,38,45
29685,58,60
29686,6,1
29687,1,1
29688,48,1
29689,16,1
29690,10,57
29691,39,1
29692,1,1
29693,8,44
29694,1,1
29695,6,1
29696,10,1
29697,1,12
29698,24,1
29699,1,1
29700,1,1
29701,28,1
29702,9,1
29703,36,1
29704,1,1
29705,45,1
29706,39,1
29707,46,8
29708,15,49
29709,1,50
29710,1,14
29711,1,48
29712,51,18
29713,55,1
29714,1,35
29715,1,1
29716,30,44
29717,68,20
29718,1,1
29719,8,28
29720,58,1
29721,6,1
29722,1,40
29723,47,1
29724,28,1
29725,42,1
29726,39,1
29727,1,28
29728,20,31
29729,48,25
29730,24,1
29731,46,17
29732,1,1
29733,48,31
29734,1,1
29735,16,1
29736,1,1
29737,27,1
29738,1,1
29739,22,1
29740,1,1
29741,47,42
29742,57,1
29743,10,50
29744,1,64
29745,18,1
29746,1,1
29747,35,49
29748,1,1
29749,27,60
29750,6,41
29751,1,48
29752,51,22
29753,14,50
29754,37,1
29755,30,1
29756,9,64
29757,8,1
29758,41,56
29759,1,37
29760,43,1
29761,1,1
29762,25,1
29763,1,1
29764,1,1
29765,47,1
29766,1,1
29767,26,1
29768,14,1
29769,31,1
29770,1,58
29771,50,1
29772,49,31
29773,12,1
29774,61,1
29775,9,1
29776,1,56
29777,53,1
29778,6,1
29779,6,58
29780,35,1
29781,4,1
29782,6,1
29783,26,23
29784,56,1
29785,51,1
29786,1,1
29787,6,52
29788,18,1
29789,1,33
29790,53,1
29791,1,1
29792,1,10
29793,1,42
29794,9,28
29795,1,14
29796,45,29
29797,1,1
29798,1,1
29799,58,60
29800,12,62
29801,1,1
29802,26,1
29803,1,30
29804,1,19
29805,6,33
29806,50,1
29807,1,54
29808,1,62
29809,1,1
29810,57,1
29811,19,1
29812,65,23
29813,1,1
29814,1,55
29815,10,46
29816,1,4
29817,37,1
29818,45,1
29819,1,1
29820,63,32
29821,15,39
29822,54,24
29823,1,16
29824,1,1
29825,1,1
29826,1,22
29827,6,1
29828,1,26
29829,12,48
29830,43,1
29831,11,1
29832,26,1
29833,1,1
29834,1,1
29835,34,1
29836,49,1
29837,14,1
29838,50,1
29839,1,1
29840,24,61
29841,1,20
29842,58,1
29843,41,1
29844,20,1
29845,1,1
29846,41,1
29847,18,17
29848,29,32
29849,1,45
29850,1,1
29851,11,30
29852,13,1
29853,1,1
29854,1,26
29855,6,1
29856,32,1
29857,41,1
29858,37,1
29859,1,30
29860,58,1
29861,62,1
29862,22,37
29863,38,1
29864,32,46
29865,6,1
29866,45,1
29867,13,57
29868,45,1
29869,4,42
29870,14,1
29871,54,1
29872,1,1
29873,1,1
29874,39,1
29875,43,1
29876,43,34
29877,35,1
29878,4,1
29879,8,45
29880,61,17
29881,52,52
29882,1,14
29883,45,1
29884,1,47
29885,12,1
29886,23,1
29887,47,1
29888,4,25
29889,8,38
29890,51,1
29891,23,1
29892,20,30
29893,16,47
29894,1,51
29895,1,45
29896,59,12
29897,19,1
29898,1,33
29899,8,31
29900,1,57
29901,1,43
29902,56,58
29903,1,1
29904,1,1
29905,1,49
29906,41,1
29907,35,44
29908,1,1
29909,4,1
29910,1,27
29911,18,26
29912,1,51
29913,55,43
29914,45,1
29915,1,39
29916,1,1
29917,1,1
29918,1,32
29919,8,1
29920,1,18
29921,1,9
29922,1,1
29923,14,1
29924,24,1
29925,4,1
29926,1,1
29927,1,1
29928,8,1
29929,29,1
29930,46,1
29931,43,1
29932,1,1
29933,1,50
29934,1,29
29935,6,1
29936,1,1
29937,38,1
29938,1,4
29939,1,1
29940,16,1
29941,15,19
29942,1,58
29943,1,1
29944,1,12
29945,46,37
29946,26,1
29947,1,54
29948,21,47
29949,36,1
29950,44,1
29951,4,1
29952,1,1
29953,9,30
29954,1,1
29955,24,1
29956,50,55
29957,52,64
29958,16,22
29959,58,1
29960,21,1
29961,20,13
29962,51,31
29963,1,1
29964,9,34
29965,43,1
29966,33,1
29967,4,38
29968,29,12
29969,1,1
29970,56,61
29971,4,1
29972,21,15
29973,32,38
29974,52,29
29975,63,62
29976,1,52
29977,1,41
29978,38,9
29979,1,40
29980,16,1
29981,14,1
29982,1,1
29983,22,49
29984,1,1
29985,28,38
29986,1,1
29987,24,8
29988,48,1
29989,1,1
29990,1,1
29991,1,27
29992,1,41
29993,20,20
29994,1,1
29995,8,1
29996,1,1
29997,28,1
29998,16,1
29999,1,1
30000,15,1
30001,1,1
30002,1,1
30003,44,1
30004,1,1
30005,56,1
30006,63,1
30007,1,42
30008,9,28
30009,17,37
30010,35,1
30011,1,1
30012,60,31
30013,6,1
30014,1,1
30015,1,62
30016,1,57
30017,18,1
30018,1,1
30019,1,37
30020,54,48
30021,34,1
30022,1,1
30023,4,39
30024,9,1
30025,46,1
30026,4,1
30027,1,9
30028,6,23
30029,6,35
30030,15,1
30031,33,1
30032,10,26
30033,27,1
30034,27,1
30035,54,1
30036,1,1
30037,40,1
30038,65,1
30039,1,62
30040,8,1
30041,1,59
30042,1,1
30043,1,54
30044,16,39
30045,4,1
30046,9,36
30047,14,1
30048,1,1
30049,1,1
30050,1,25
30051,1,1
30052,63,60
30053,13,1
30054,1,58
30055,38,1
30056,1,46
30057,26,1
30058,65,1
30059,28,1
30060,20,62
30061,1,1
30062,17,1
30063,1,8
30064,46,47
30065,53,1
30066,1,1
30067,51,1
30068,25,1
30069,16,64
30070,23,1
30071,1,1
30072,1,1
30073,29,34
30074,26,1
30075,1,60
30076,1,1
30077,58,1
30078,55,1
30079,9,53
30080,23,32
30081,24,30
30082,39,1
30083,16,1
30084,1,1
30085,1,45
30086,1,35
30087,15,1
30088,1,1
30089,31,1
30090,29,61
30091,29,1
30092,9,55
30093,8,16
30094,37,1
30095,13,41
30096,8,58
30097,57,1
30098,50,1
30099,9,60
30100,41,56
30101,58,1
30102,1,1
30103,1,14
30104,1,14
30105,19,51
30106,20,15
30107,1,48
30108,21,1
30109,8,1
30110,62,1
30111,60,38
30112,1,1
30113,1,1
30114,1,1
30115,6,1
30116,1,1
30117,6,1
30118,51,1
30119,23,52
30120,1,30
30121,51,58
30122,35,31
30123,30,1
30124,25,1
30125,6,1
30126,44,16
30127,17,46
30128,1,1
30129,37,46
30130,31,59
30131,23,1
30132,1,42
30133,33,1
30134,1,1
30135,46,27
30136,1,1
30137,15,1
30138,30,1
30139,1,1
30140,22,1
30141,1,41
30142,45,1
30143,1,1
30144,62,55
30145,54,46
30146,1,23
30147,28,19
30148,56,15
30149,27,1
30150,24,1
30151,30,1
30152,27,17
30153,1,1
30154,1,1
30155,21,58
30156,1,8
30157,1,1
30158,6,1
30159,47,22
30160,1,1
30161,31,1
30162,1,24
30163,1,51
30164,29,1
30165,27,1
30166,1,54
30167,13,1
30168,41,43
30169,1,1
30170,1,39
30171,28,36
30172,1,56
30173,1,25
30174,8,1
30175,9,1
30176,44,1
30177,60,1
30178,15,1
30179,28,56
30180,29,53
30181,8,31
30182,50,1
30183,50,1
30184,28,54
30185,1,1
30186,27,1
30187,6,1
30188,42,1
30189,1,51
30190,24,1
30191,1,1
30192,8,1
30193,1,1
30194,8,1
30195,1,1
30196,14,1
30197,34,1
30198,41,1
30199,1,49
30200,30,34
30201,1,28
30202,59,1
30203,18,36
30204,1,12
30205,38,1
30206,1,1
30207,1,49
30208,37,18
30209,1,1
30210,9,1
30211,6,1
30212,1,1
30213,17,1
30214,1,15
30215,30,1
30216,1,51
30217,1,52
30218,44,1
30219,1,55
30220,1,1
30221,37,1
30222,32,40
30223,28,42
30224,20,10
30225,1,1
30226,22,55
30227,1,1
30228,1,27
30229,4,1
30230,58,1
30231,34,1
30232,35,1
30233,1,1
30234,31,6
30235,1,1
30236,10,1
30237,29,8
30238,56,1
30239,1,1
30240,34,1
30241,22,1
30242,18,1
30243,55,1
30244,4,59
30245,23,1
30246,13,1
30247,19,12
30248,1,1
30249,1,1
30250,4,34
30251,9,1
30252,1,1
30253,19,1
30254,1,1
30255,56,1
30256,8,1
30257,1,20
30258,51,28
30259,1,35
30260,24,37
30261,18,1
30262,52,9
30263,51,64
30264,41,37
30265,19,57
30266,15,45
30267,1,1
30268,1,1
30269,59,36
30270,12,1
30271,1,6
30272,1,1
30273,28,36
30274,1,1
30275,1,40
30276,1,1
30277,56,1
30278,1,56
30279,4,1
30280,6,1
30281,37,1
30282,1,60
30283,10,1
30284,1,14
30285,12,1
30286,31,26
30287,28,1
30288,1,1
30289,44,42
30290,27,23
30291,1,70
30292,54,1
30293,26,16
30294,38,45
30295,10,1
30296,31,48
30297,13,1
30298,1,1
30299,33,43
30300,1,37
30301,12,24
30302,1,54
30303,48,41
30304,58,1
30305,1,32
30306,33,36
30307,17,1
30308,56,45
30309,12,1
30310,1,1
30311,14,1
30312,41,1
30313,8,57
30314,1,33
30315,1,1
30316,20,51
30317,1,1
30318,6,56
30319,29,52
30320,45,1
30321,9,52
30322,1,1
30323,34,34
30324,15,46
30325,4,38
30326,24,53
30327,51,50
30328,1,51
30329,1,1
30330,53,33
30331,1,36
30332,1,12
30333,46,1
30334,11,38
30335,64,1
30336,39,1
30337,13,1
30338,48,31
30339,6,40
30340,1,35
30341,41,11
30342,1,1
30343,35,1
30344,40,1
30345,33,47
30346,1,56
30347,33,1
30348,56,1
30349,1,26
30350,20,1
30351,12,1
30352,15,1
30353,32,1
30354,25,61
30355,47,1
30356,43,1
30357,16,37
30358,18,1
30359,33,1
30360,22,9
30361,39,35
30362,57,1
30363,46,1
30364,33,1
30365,38,1
30366,46,23
30367,1,1
30368,1,1
30369,1,50
30370,1,1
30371,47,1
30372,15,47
30373,1,1
30374,12,48
30375,1,1
30376,29,42
30377,19,1
30378,1,1
30379,1,9
30380,14,1
30381,1,30
30382,1,1
30383,1,23
30384,8,1
30385,43,1
30386,31,1
30387,31,41
30388,1,34
30389,22,28
30390,32,47
30391,27,38
30392,1,1
30393,6,1
30394,53,64
30395,23,1
30396,32,1
30397,1,41
30398,12,1
30399,6,1
30400,1,1
30401,1,1
30402,16,1
30403,8,1
30404,12,1
30405,1,57
30406,8,38
30407,41,1
30408,40,1
30409,1,49
30410,4,1
30411,46,1
30412,1,1
30413,1,1
30414,12,1
30415,8,59
30416,19,1
30417,46,32
30418,1,1
30419,6,1
30420,1,1
30421,1,1
30422,1,16
30423,28,29
30424,54,1
30425,1,33
30426,1,1
30427,9,51
30428,1,19
30429,38,1
30430,18,1
30431,14,1
30432,26,1
30433,19,53
30434,6,42
30435,47,59
30436,18,53
30437,58,45
30438,1,1
30439,24,57
30440,23,26
30441,37,31
30442,16,1
30443,24,64
30444,47,1
30445,50,51
30446,8,1
30447,30,29
30448,1,1
30449,24,1
30450,1,1
30451,33,1
30452,8,14
30453,42,33
30454,17,1
30455,14,1
30456,15,1
30457,51,34
30458,21,1
30459,4,1
30460,63,62
30461,1,41
30462,47,1
30463,22,45
30464,1,1
30465,25,24
30466,59,54
30467,8,1
30468,1,1
30469,1,1
30470,33,18
30471,62,1
30472,11,16
30473,44,1
30474,6,1
30475,41,1
30476,1,1
30477,6,1
30478,1,1
30479,42,1
30480,12,1
30481,12,1
30482,6,1
30483,1,6
30484,20,1
30485,26,49
30486,1,1
30487,6,47
30488,1,1
30489,56,52
30490,22,1
30491,16,1
30492,29,1
30493,1,31
30494,9,1
30495,45,42
30496,54,1
30497,6,53
30498,45,1
30499,1,24
30500,23,46
30501,1,1
30502,54,1
30503,1,30
30504,1,54
30505,26,42
30506,4,60
30507,61,43
30508,57,1
30509,6,48
30510,1,1
30511,36,28
30512,56,1
30513,24,38
30514,1,1
30515,1,1
30516,1,55
30517,9,59
30518,36,49
30519,1,36
30520,14,1
30521,4,1
30522,41,44
30523,8,1
30524,49,1
30525,37,1
30526,1,36
30527,30,1
30528,1,53
30529,4,1
30530,45,55
30531,1,1
30532,18,1
30533,1,24
30534,12,1
30535,51,33
30536,27,1
30537,19,1
30538,11,1
30539,1,1
30540,1,1
30541,1,58
30542,16,59
30543,1,27
30544,20,45
30545,1,24
30546,6,1
30547,4,1
30548,30,58
30549,1,1
30550,45,1
30551,1,1
30552,17,1
30553,1,64
30554,27,35
30555,53,1
30556,27,12
30557,4,1
30558,41,43
30559,38,1
30560,47,1
30561,1,45
30562,1,33
30563,18,1
30564,50,1
30565,1,50
30566,15,1
30567,12,1
30568,40,1
30569,47,1
30570,1,1
30571,1,1
30572,42,1
30573,6,47
30574,1,23
30575,1,1
30576,4,1
30577,48,1
30578,45,1
30579,6,17
30580,14,46
30581,4,38
30582,47,1
30583,23,16
30584,55,1
30585,6,37
30586,1,1
30587,1,9
30588,24,37
30589,21,1
30590,1,52
30591,6,55
30592,32,28
30593,1,45
30594,43,60
30595,54,1
30596,6,1
30597,21,34
30598,1,1
30599,1,1
30600,6,1
30601,40,1
30602,55,1
30603,30,1
30604,1,22
30605,28,1
30606,23,12
30607,34,41
30608,54,1
30609,35,1
30610,28,1
30611,6,30
30612,26,55
30613,1,1
30614,48,22
30615,1,12
30616,1,1
30617,27,16
30618,15,1
30619,39,52
30620,6,1
30621,1,49
30622,1,1
30623,14,1
30624,1,1
30625,4,1
30626,40,20
30627,6,15
30628,18,1
30629,21,40
30630,21,1
30631,32,1
30632,1,1
30633,1,48
30634,45,1
30635,1,49
30636,36,43
30637,4,1
30638,1,53
30639,1,1
30640,4,1
30641,1,12
30642,1,1
30643,17,1
30644,1,35
30645,1,35
30646,1,46
30647,30,1
30648,6,1
30649,42,49
30650,1,1
30651,8,1
30652,8,1
30653,31,1
30654,8,1
30655,18,33
30656,27,1
30657,67,12
30658,10,12
30659,35,56
30660,51,1
30661,11,19
30662,17,1
30663,41,1
30664,55,38
30665,47,1
30666,46,1
30667,16,1
30668,21,54
30669,9,1
30670,1,1
30671,1,12
30672,1,45
30673,1,1
30674,50,1
30675,11,60
30676,22,60
30677,4,1
30678,8,1
30679,1,19
30680,10,53
30681,13,40
30682,22,41
30683,20,1
30684,12,48
30685,22,1
30686,1,1
30687,1,1
30688,55,1
30689,4,48
30690,1,41
30691,18,1
30692,1,49
30693,47,1
30694,30,1
30695,4,46
30696,36,1
30697,35,1
30698,29,42
30699,59,1
30700,26,27
30701,8,1
30702,4,1
30703,1,1
30704,6,1
30705,12,1
30706,21,24
30707,1,1
30708,37,1
30709,34,18
30710,1,1
30711,46,1
30712,33,46
30713,6,30
30714,25,38
30715,1,6
30716,10,1
30717,42,1
30718,24,25
30719,1,1
30720,4,26
30721,1,28
30722,1,6
30723,56,1
30724,39,1
30725,6,1
30726,1,4
30727,1,6
30728,32,1
30729,6,21
30730,46,43
30731,1,1
30732,39,6
30733,1,1
30734,1,1
30735,16,53
30736,30,1
30737,35,9
30738,1,1
30739,8,1
30740,1,1
30741,1,1
30742,29,57
30743,1,1
30744,6,9
30745,62,1
30746,59,1
30747,1,13
30748,55,8
30749,60,1
30750,1,47
30751,10,1
30752,63,1
30753,39,1
30754,35,1
30755,1,1
30756,14,22
30757,1,1
30758,48,43
30759,53,51
30760,62,51
30761,9,1
30762,17,56
30763,1,32
30764,26,1
30765,52,51
30766,60,54
30767,64,1
30768,4,21
30769,55,39
30770,36,1
30771,34,1
30772,8,56
30773,55,48
30774,47,1
30775,55,55
30776,4,38
30777,58,1
30778,44,30
30779,23,1
30780,1,43
30781,1,38
30782,30,55
30783,58,32
30784,6,24
30785,1,15
30786,52,1
30787,56,1
30788,1,1
30789,54,56
30790,1,1
30791,1,13
30792,1,1
30793,26,32
30794,1,1
30795,61,58
30796,22,1
30797,4,12
30798,1,22
30799,1,28
30800,24,46
30801,8,1
30802,1,62
30803,8,1
30804,44,46
30805,41,1
30806,36,1
30807,1,1
30808,1,1
30809,17,1
30810,29,1
30811,44,1
30812,1,45
30813,8,1
30814,1,59
30815,11,1
30816,32,54
30817,1,1
30818,1,1
30819,1,9
30820,35,22
30821,1,1
30822,12,1
30823,59,21
30824,1,57
30825,24,18
30826,40,1
30827,43,1
30828,46,42
30829,18,1
30830,17,1
30831,24,47
30832,1,1
30833,6,1
30834,20,31
30835,1,1
30836,29,1
30837,1,1
30838,47,1
30839,58,1
30840,1,47
30841,39,1
30842,6,36
30843,25,62
30844,1,1
30845,6,1
30846,1,1
30847,47,1
30848,49,1
30849,20,1
30850,8,38
30851,64,1
30852,1,1
30853,1,1
30854,15,24
30855,1,40
30856,28,34
30857,24,1
30858,34,1
30859,25,1
30860,9,16
30861,35,20
30862,1,42
30863,1,34
30864,51,1
30865,4,1
30866,24,1
30867,14,23
30868,1,6
30869,25,1
30870,55,1
30871,24,1
30872,16,1
30873,52,1
30874,40,17
30875,1,46
30876,1,1
30877,4,41
30878,50,26
30879,25,1
30880,33,45
30881,1,1
30882,6,1
30883,11,1
30884,1,1
30885,1,61
30886,48,1
30887,42,1
30888,1,57
30889,1,35
30890,6,11
30891,1,1
30892,6,1
30893,62,1
30894,60,1
30895,42,1
30896,1,1
30897,52,1
30898,1,1
30899,1,1
30900,6,40
30901,24,1
30902,19,1
30903,42,1
30904,1,1
30905,1,1
30906,1,41
30907,4,1
30908,61,1
30909,1,1
30910,11,1
30911,15,60
30912,32,65
30913,1,51
30914,1,1
30915,1,1
30916,20,1
30917,1,1
30918,1,1
30919,8,1
30920,1,34
30921,1,1
30922,31,1
30923,6,1
30924,1,1
30925,6,22
30926,30,23
30927,36,1
30928,1,1
30929,4,1
30930,1,56
30931,25,1
30932,6,1
30933,27,42
30934,43,1
30935,28,32
30936,6,1
30937,1,1
30938,1,38
30939,1,61
30940,17,1
30941,1,1
30942,11,1
30943,8,35
30944,38,1
30945,1,53
30946,1,32
30947,1,1
30948,37,25
30949,16,47
30950,23,1
30951,17,1
30952,1,1
30953,9,1
30954,9,32
30955,1,44
30956,16,1
30957,10,1
30958,1,1
30959,1,30
30960,22,1
30961,24,1
30962,60,1
30963,4,1
30964,1,1
30965,19,1
30966,15,1
30967,28,1
30968,1,1
30969,4,1
30970,1,1
30971,1,16
30972,1,1
30973,6,22
30974,26,47
30975,13,1
30976,45,10
30977,8,47
30978,1,1
30979,49,12
30980,15,57
30981,1,55
30982,54,8
30983,40,1
30984,26,1
30985,21,11
30986,12,12
30987,1,1
30988,8,1
30989,1,1
30990,24,1
30991,6,1
30992,1,32
30993,6,50
30994,41,1
30995,36,1
30996,1,1
30997,53,1
30998,1,22
30999,6,1
31000,31,30
31001,8,1
31002,29,1
31003,1,1
31004,52,1
31005,1,13
31006,36,1
31007,41,1
31008,38,42
31009,52,1
31010,1,28
31011,29,1
31012,36,1
31013,34,1
31014,1,42
31015,6,18
31016,1,12
31017,1,63
31018,15,1
31019,1,34
31020,8,8
31021,53,39
31022,1,53
31023,25,1
31024,43,1
31025,8,1
31026,1,23
31027,48,32
31028,49,1
31029,20,1
31030,53,1
31031,19,16
31032,1,1
31033,1,1
31034,35,1
31035,29,35
31036,31,1
31037,20,18
31038,12,1
31039,55,37
31040,6,1
31041,1,1
31042,14,1
31043,1,1
31044,1,40
31045,15,1
31046,29,18
31047,21,1
31048,40,1
31049,58,1
31050,1,48
31051,20,1
31052,4,47
31053,50,1
31054,21,1
31055,1,1
31056,32,34
31057,14,45
31058,9,1
31059,1,38
31060,1,42
31061,6,1
31062,1,1
31063,1,6
31064,1,49
31065,1,1
31066,51,33
31067,1,1
31068,1,17
31069,1,1
31070,1,1
31071,8,26
31072,8,1
31073,1,8
31074,12,1
31075,4,1
31076,1,1
31077,22,52
31078,53,12
31079,44,34
31080,10,1
31081,42,1
31082,1,1
31083,1,1
31084,16,1
31085,45,38
31086,1,1
31087,40,1
31088,1,1
31089,62,1
31090,1,28
31091,12,1
31092,27,38
31093,1,39
31094,61,1
31095,1,1
31096,6,1
31097,14,1
31098,16,61
31099,14,1
31100,1,1
31101,4,1
31102,1,1
31103,51,60
31104,4,1
31105,1,1
31106,1,1
31107,1,1
31108,21,12
31109,35,1
31110,39,12
31111,1,1
31112,24,1
31113,8,1
31114,1,1
31115,1,1
31116,1,1
31117,1,1
31118,60,9
31119,18,1
31120,1,58
31121,17,1
31122,60,19
31123,1,43
31124,15,1
31125,1,40
31126,1,38
31127,63,26
31128,1,55
31129,45,1
31130,27,1
31131,8,1
31132,1,1
31133,1,1
31134,1,34
31135,18,30
31136,13,1
31137,6,1
31138,1,22
31139,45,1
31140,1,6
31141,6,1
31142,24,25
31143,19,1
31144,1,1
31145,9,1
31146,1,1
31147,1,36
31148,8,1
31149,18,12
31150,4,25
31151,1,1
31152,1,1
31153,9,36
31154,1,1
31155,58,59
31156,40,11
31157,6,54
31158,1,49
31159,20,49
31160,26,1
31161,62,1
31162,53,29
31163,26,1
31164,1,50
31165,49,1
31166,18,1
31167,42,18
31168,27,32
31169,45,1
31170,58,1
31171,22,1
31172,14,1
31173,1,1
31174,55,51
31175,17,1
31176,44,1
31177,4,1
31178,33,1
31179,1,1
31180,6,1
31181,9,53
31182,23,1
31183,24,61
31184,1,6
31185,12,1
31186,59,17
31187,28,33
31188,37,1
31189,1,1
31190,30,45
31191,1,21
31192,14,47
31193,55,22
31194,6,44
31195,1,6
31196,6,1
31197,1,8
31198,1,1
31199,4,1
31200,1,1
31201,60,1
31202,41,1
31203,58,8
31204,1,1
31205,1,1
31206,8,24
31207,1,26
31208,39,1
31209,1,1
31210,26,1
31211,55,1
31212,44,1
31213,11,38
31214,9,1
31215,10,40
31216,20,1
31217,1,51
31218,61,1
31219,15,1
31220,1,61
31221,1,1
31222,1,52
31223,1,27
31224,1,59
31225,1,1
31226,1,1
31227,1,1
31228,1,55
31229,1,1
31230,1,59
31231,1,12
31232,55,1
31233,1,1
31234,39,1
31235,1,1
31236,6,1
31237,1,12
31238,1,1
31239,46,1
31240,1,58
31241,18,1
31242,1,25
31243,6,60
31244,1,58
31245,1,55
31246,1,1
31247,4,1
31248,1,1
31249,1,19
31250,6,10
31251,1,1
31252,54,38
31253,1,1
31254,1,1
31255,14,1
31256,14,59
31257,42,1
31258,33,34
31259,14,58
31260,56,1
31261,26,16
31262,18,8
31263,16,8
31264,1,1
31265,1,1
31266,36,6
31267,1,24
31268,31,1
31269,35,32
31270,39,31
31271,22,6
31272,35,15
31273,8,1
31274,14,1
31275,1,1
31276,19,1
31277,1,57
31278,14,1
31279,1,25
31280,1,1
31281,39,54
31282,42,59
31283,63,45
31284,1,1
31285,1,1
31286,1,1
31287,1,49
31288,30,61
31289,54,1
31290,62,4
31291,1,23
31292,54,1
31293,49,1
31294,1,37
31295,6,1
31296,57,1
31297,48,1
31298,1,1
31299,1,65
31300,1,1
31301,56,6
31302,29,29
31303,38,1
31304,9,9
31305,1,1
31306,9,1
31307,1,1
31308,1,1
31309,1,1
31310,43,1
